,asset_id,lat,lon,Parent Name,asset_type,country,work_intensity,year,median,minimum,maximum,scenario,AC_penetration
687,69_SIEMENS-ENERGY-AG,41.1661905,15.1063048,Siemens Energy AG,INDUSTRIAL,Italy,high,2090,0.81,0.45,1.38,ssp585,0.5600000023841858
688,69_SIEMENS-ENERGY-AG,41.1661905,15.1063048,Siemens Energy AG,INDUSTRIAL,Italy,high,2100,1.13,0.71,2.0,ssp585,0.5600000023841858
689,70_SIEMENS-ENERGY-AG,37.9677985,13.7958626,Siemens Energy AG,INDUSTRIAL,Italy,high,2025,0.06,0.05,0.12,ssp585,0.6399999856948853
690,70_SIEMENS-ENERGY-AG,37.9677985,13.7958626,Siemens Energy AG,INDUSTRIAL,Italy,high,2030,0.08,0.05,0.15,ssp585,0.6399999856948853
691,70_SIEMENS-ENERGY-AG,37.9677985,13.7958626,Siemens Energy AG,INDUSTRIAL,Italy,high,2035,0.1,0.05,0.18,ssp585,0.6399999856948853
692,70_SIEMENS-ENERGY-AG,37.9677985,13.7958626,Siemens Energy AG,INDUSTRIAL,Italy,high,2040,0.12,0.06,0.18,ssp585,0.6399999856948853
693,70_SIEMENS-ENERGY-AG,37.9677985,13.7958626,Siemens Energy AG,INDUSTRIAL,Italy,high,2045,0.14,0.09,0.23,ssp585,0.6399999856948853
694,70_SIEMENS-ENERGY-AG,37.9677985,13.7958626,Siemens Energy AG,INDUSTRIAL,Italy,high,2050,0.16,0.13,0.27,ssp585,0.6399999856948853
695,70_SIEMENS-ENERGY-AG,37.9677985,13.7958626,Siemens Energy AG,INDUSTRIAL,Italy,high,2060,0.26,0.17,0.45,ssp585,0.6399999856948853
696,70_SIEMENS-ENERGY-AG,37.9677985,13.7958626,Siemens Energy AG,INDUSTRIAL,Italy,high,2070,0.45,0.3,0.73,ssp585,0.6399999856948853
697,70_SIEMENS-ENERGY-AG,37.9677985,13.7958626,Siemens Energy AG,INDUSTRIAL,Italy,high,2080,0.68,0.42,1.04,ssp585,0.6399999856948853
698,70_SIEMENS-ENERGY-AG,37.9677985,13.7958626,Siemens Energy AG,INDUSTRIAL,Italy,high,2090,0.99,0.65,1.76,ssp585,0.6399999856948853
699,70_SIEMENS-ENERGY-AG,37.9677985,13.7958626,Siemens Energy AG,INDUSTRIAL,Italy,high,2100,1.35,1.02,2.39,ssp585,0.6399999856948853
700,71_SIEMENS-ENERGY-AG,44.4163539,9.2085017,Siemens Energy AG,INDUSTRIAL,Italy,high,2025,0.05,0.02,0.05,ssp585,
701,71_SIEMENS-ENERGY-AG,44.4163539,9.2085017,Siemens Energy AG,INDUSTRIAL,Italy,high,2030,0.05,0.02,0.07,ssp585,
702,71_SIEMENS-ENERGY-AG,44.4163539,9.2085017,Siemens Energy AG,INDUSTRIAL,Italy,high,2035,0.07,0.02,0.07,ssp585,
703,71_SIEMENS-ENERGY-AG,44.4163539,9.2085017,Siemens Energy AG,INDUSTRIAL,Italy,high,2040,0.07,0.02,0.09,ssp585,
704,71_SIEMENS-ENERGY-AG,44.4163539,9.2085017,Siemens Energy AG,INDUSTRIAL,Italy,high,2045,0.07,0.05,0.12,ssp585,
705,71_SIEMENS-ENERGY-AG,44.4163539,9.2085017,Siemens Energy AG,INDUSTRIAL,Italy,high,2050,0.09,0.07,0.16,ssp585,
706,71_SIEMENS-ENERGY-AG,44.4163539,9.2085017,Siemens Energy AG,INDUSTRIAL,Italy,high,2060,0.14,0.07,0.3,ssp585,
707,71_SIEMENS-ENERGY-AG,44.4163539,9.2085017,Siemens Energy AG,INDUSTRIAL,Italy,high,2070,0.29,0.16,0.53,ssp585,
708,71_SIEMENS-ENERGY-AG,44.4163539,9.2085017,Siemens Energy AG,INDUSTRIAL,Italy,high,2080,0.42,0.18,0.87,ssp585,
709,71_SIEMENS-ENERGY-AG,44.4163539,9.2085017,Siemens Energy AG,INDUSTRIAL,Italy,high,2090,0.84,0.45,1.66,ssp585,
710,71_SIEMENS-ENERGY-AG,44.4163539,9.2085017,Siemens Energy AG,INDUSTRIAL,Italy,high,2100,1.12,0.71,2.22,ssp585,
711,72_SIEMENS-ENERGY-AG,41.4800802,15.559547,Siemens Energy AG,INDUSTRIAL,Italy,high,2025,0.25,0.18,0.39,ssp585,0.5699999928474426
712,72_SIEMENS-ENERGY-AG,41.4800802,15.559547,Siemens Energy AG,INDUSTRIAL,Italy,high,2030,0.28,0.19,0.59,ssp585,0.5699999928474426
713,72_SIEMENS-ENERGY-AG,41.4800802,15.559547,Siemens Energy AG,INDUSTRIAL,Italy,high,2035,0.38,0.2,0.62,ssp585,0.5699999928474426
714,72_SIEMENS-ENERGY-AG,41.4800802,15.559547,Siemens Energy AG,INDUSTRIAL,Italy,high,2040,0.46,0.24,0.61,ssp585,0.5699999928474426
715,72_SIEMENS-ENERGY-AG,41.4800802,15.559547,Siemens Energy AG,INDUSTRIAL,Italy,high,2045,0.51,0.35,0.74,ssp585,0.5699999928474426
716,72_SIEMENS-ENERGY-AG,41.4800802,15.559547,Siemens Energy AG,INDUSTRIAL,Italy,high,2050,0.6,0.46,0.93,ssp585,0.5699999928474426
717,72_SIEMENS-ENERGY-AG,41.4800802,15.559547,Siemens Energy AG,INDUSTRIAL,Italy,high,2060,0.88,0.61,1.49,ssp585,0.5699999928474426
718,72_SIEMENS-ENERGY-AG,41.4800802,15.559547,Siemens Energy AG,INDUSTRIAL,Italy,high,2070,1.38,0.94,1.98,ssp585,0.5699999928474426
719,72_SIEMENS-ENERGY-AG,41.4800802,15.559547,Siemens Energy AG,INDUSTRIAL,Italy,high,2080,1.79,1.08,2.46,ssp585,0.5699999928474426
720,72_SIEMENS-ENERGY-AG,41.4800802,15.559547,Siemens Energy AG,INDUSTRIAL,Italy,high,2090,2.54,1.92,3.63,ssp585,0.5699999928474426
721,72_SIEMENS-ENERGY-AG,41.4800802,15.559547,Siemens Energy AG,INDUSTRIAL,Italy,high,2100,3.15,2.46,4.57,ssp585,0.5699999928474426
722,73_SIEMENS-ENERGY-AG,-17.517395,-63.1146278,Siemens Energy AG,INDUSTRIAL,"Bolivia, Plurinational State of",high,2025,3.86,2.74,4.89,ssp585,0.05000000074505806
723,73_SIEMENS-ENERGY-AG,-17.517395,-63.1146278,Siemens Energy AG,INDUSTRIAL,"Bolivia, Plurinational State of",high,2030,4.38,3.1,5.47,ssp585,0.05000000074505806
724,73_SIEMENS-ENERGY-AG,-17.517395,-63.1146278,Siemens Energy AG,INDUSTRIAL,"Bolivia, Plurinational State of",high,2035,5.03,3.43,6.89,ssp585,0.05000000074505806
725,73_SIEMENS-ENERGY-AG,-17.517395,-63.1146278,Siemens Energy AG,INDUSTRIAL,"Bolivia, Plurinational State of",high,2040,5.31,4.03,8.13,ssp585,0.05000000074505806
726,73_SIEMENS-ENERGY-AG,-17.517395,-63.1146278,Siemens Energy AG,INDUSTRIAL,"Bolivia, Plurinational State of",high,2045,6.22,4.31,9.16,ssp585,0.05000000074505806
727,73_SIEMENS-ENERGY-AG,-17.517395,-63.1146278,Siemens Energy AG,INDUSTRIAL,"Bolivia, Plurinational State of",high,2050,7.2,5.41,9.83,ssp585,0.05000000074505806
728,73_SIEMENS-ENERGY-AG,-17.517395,-63.1146278,Siemens Energy AG,INDUSTRIAL,"Bolivia, Plurinational State of",high,2060,9.21,6.92,14.88,ssp585,0.05000000074505806
729,73_SIEMENS-ENERGY-AG,-17.517395,-63.1146278,Siemens Energy AG,INDUSTRIAL,"Bolivia, Plurinational State of",high,2070,12.71,9.33,21.61,ssp585,0.05000000074505806
730,73_SIEMENS-ENERGY-AG,-17.517395,-63.1146278,Siemens Energy AG,INDUSTRIAL,"Bolivia, Plurinational State of",high,2080,16.32,12.23,24.69,ssp585,0.05000000074505806
731,73_SIEMENS-ENERGY-AG,-17.517395,-63.1146278,Siemens Energy AG,INDUSTRIAL,"Bolivia, Plurinational State of",high,2090,20.86,15.83,31.89,ssp585,0.05000000074505806
732,73_SIEMENS-ENERGY-AG,-17.517395,-63.1146278,Siemens Energy AG,INDUSTRIAL,"Bolivia, Plurinational State of",high,2100,24.88,19.59,35.63,ssp585,0.05000000074505806
733,74_SIEMENS-ENERGY-AG,-31.422281,-64.181502,Siemens Energy AG,INDUSTRIAL,Argentina,high,2025,0.22,0.17,0.34,ssp585,0.5
734,74_SIEMENS-ENERGY-AG,-31.422281,-64.181502,Siemens Energy AG,INDUSTRIAL,Argentina,high,2030,0.23,0.18,0.34,ssp585,0.5
735,74_SIEMENS-ENERGY-AG,-31.422281,-64.181502,Siemens Energy AG,INDUSTRIAL,Argentina,high,2035,0.26,0.18,0.38,ssp585,0.5
736,74_SIEMENS-ENERGY-AG,-31.422281,-64.181502,Siemens Energy AG,INDUSTRIAL,Argentina,high,2040,0.3,0.2,0.48,ssp585,0.5
737,74_SIEMENS-ENERGY-AG,-31.422281,-64.181502,Siemens Energy AG,INDUSTRIAL,Argentina,high,2045,0.34,0.2,0.54,ssp585,0.5
738,74_SIEMENS-ENERGY-AG,-31.422281,-64.181502,Siemens Energy AG,INDUSTRIAL,Argentina,high,2050,0.42,0.27,0.56,ssp585,0.5
739,74_SIEMENS-ENERGY-AG,-31.422281,-64.181502,Siemens Energy AG,INDUSTRIAL,Argentina,high,2060,0.62,0.33,0.89,ssp585,0.5
740,74_SIEMENS-ENERGY-AG,-31.422281,-64.181502,Siemens Energy AG,INDUSTRIAL,Argentina,high,2070,0.83,0.46,1.37,ssp585,0.5
741,74_SIEMENS-ENERGY-AG,-31.422281,-64.181502,Siemens Energy AG,INDUSTRIAL,Argentina,high,2080,1.04,0.72,1.72,ssp585,0.5
742,74_SIEMENS-ENERGY-AG,-31.422281,-64.181502,Siemens Energy AG,INDUSTRIAL,Argentina,high,2090,1.49,0.97,2.6,ssp585,0.5
743,74_SIEMENS-ENERGY-AG,-31.422281,-64.181502,Siemens Energy AG,INDUSTRIAL,Argentina,high,2100,1.88,1.14,3.38,ssp585,0.5
744,75_SIEMENS-ENERGY-AG,52.2994649,13.2798714,Siemens Energy AG,INDUSTRIAL,Germany,high,2025,0.04,0.02,0.08,ssp585,0.12999999523162842
745,75_SIEMENS-ENERGY-AG,52.2994649,13.2798714,Siemens Energy AG,INDUSTRIAL,Germany,high,2030,0.04,0.02,0.12,ssp585,0.12999999523162842
746,75_SIEMENS-ENERGY-AG,52.2994649,13.2798714,Siemens Energy AG,INDUSTRIAL,Germany,high,2035,0.06,0.02,0.12,ssp585,0.12999999523162842
747,75_SIEMENS-ENERGY-AG,52.2994649,13.2798714,Siemens Energy AG,INDUSTRIAL,Germany,high,2040,0.06,0.02,0.12,ssp585,0.12999999523162842
748,75_SIEMENS-ENERGY-AG,52.2994649,13.2798714,Siemens Energy AG,INDUSTRIAL,Germany,high,2045,0.08,0.02,0.14,ssp585,0.12999999523162842
749,75_SIEMENS-ENERGY-AG,52.2994649,13.2798714,Siemens Energy AG,INDUSTRIAL,Germany,high,2050,0.08,0.04,0.16,ssp585,0.12999999523162842
750,75_SIEMENS-ENERGY-AG,52.2994649,13.2798714,Siemens Energy AG,INDUSTRIAL,Germany,high,2060,0.14,0.06,0.26,ssp585,0.12999999523162842
751,75_SIEMENS-ENERGY-AG,52.2994649,13.2798714,Siemens Energy AG,INDUSTRIAL,Germany,high,2070,0.21,0.1,0.54,ssp585,0.12999999523162842
752,75_SIEMENS-ENERGY-AG,52.2994649,13.2798714,Siemens Energy AG,INDUSTRIAL,Germany,high,2080,0.28,0.12,0.73,ssp585,0.12999999523162842
753,75_SIEMENS-ENERGY-AG,52.2994649,13.2798714,Siemens Energy AG,INDUSTRIAL,Germany,high,2090,0.51,0.28,1.33,ssp585,0.12999999523162842
754,75_SIEMENS-ENERGY-AG,52.2994649,13.2798714,Siemens Energy AG,INDUSTRIAL,Germany,high,2100,0.64,0.32,1.71,ssp585,0.12999999523162842
755,76_SIEMENS-ENERGY-AG,39.1604033,-84.4449454,Siemens Energy AG,INDUSTRIAL,United States,high,2025,0.12,0.07,0.22,ssp585,0.8299999833106995
756,76_SIEMENS-ENERGY-AG,39.1604033,-84.4449454,Siemens Energy AG,INDUSTRIAL,United States,high,2030,0.13,0.08,0.23,ssp585,0.8299999833106995
757,76_SIEMENS-ENERGY-AG,39.1604033,-84.4449454,Siemens Energy AG,INDUSTRIAL,United States,high,2035,0.16,0.09,0.3,ssp585,0.8299999833106995
758,76_SIEMENS-ENERGY-AG,39.1604033,-84.4449454,Siemens Energy AG,INDUSTRIAL,United States,high,2040,0.2,0.11,0.32,ssp585,0.8299999833106995
759,76_SIEMENS-ENERGY-AG,39.1604033,-84.4449454,Siemens Energy AG,INDUSTRIAL,United States,high,2045,0.23,0.14,0.38,ssp585,0.8299999833106995
760,76_SIEMENS-ENERGY-AG,39.1604033,-84.4449454,Siemens Energy AG,INDUSTRIAL,United States,high,2050,0.28,0.17,0.53,ssp585,0.8299999833106995
761,76_SIEMENS-ENERGY-AG,39.1604033,-84.4449454,Siemens Energy AG,INDUSTRIAL,United States,high,2060,0.32,0.2,0.6,ssp585,0.8299999833106995
762,76_SIEMENS-ENERGY-AG,39.1604033,-84.4449454,Siemens Energy AG,INDUSTRIAL,United States,high,2070,0.52,0.33,0.88,ssp585,0.8299999833106995
763,76_SIEMENS-ENERGY-AG,39.1604033,-84.4449454,Siemens Energy AG,INDUSTRIAL,United States,high,2080,0.67,0.46,1.14,ssp585,0.8299999833106995
764,76_SIEMENS-ENERGY-AG,39.1604033,-84.4449454,Siemens Energy AG,INDUSTRIAL,United States,high,2090,0.99,0.56,1.59,ssp585,0.8299999833106995
765,76_SIEMENS-ENERGY-AG,39.1604033,-84.4449454,Siemens Energy AG,INDUSTRIAL,United States,high,2100,1.15,0.79,1.85,ssp585,0.8299999833106995
766,77_SIEMENS-ENERGY-AG,40.4607649,-3.578082,Siemens Energy AG,INDUSTRIAL,Spain,high,2025,0.07,0.04,0.13,ssp585,0.6299999952316284
767,77_SIEMENS-ENERGY-AG,40.4607649,-3.578082,Siemens Energy AG,INDUSTRIAL,Spain,high,2030,0.09,0.04,0.16,ssp585,0.6299999952316284
768,77_SIEMENS-ENERGY-AG,40.4607649,-3.578082,Siemens Energy AG,INDUSTRIAL,Spain,high,2035,0.1,0.06,0.2,ssp585,0.6299999952316284
769,77_SIEMENS-ENERGY-AG,40.4607649,-3.578082,Siemens Energy AG,INDUSTRIAL,Spain,high,2040,0.11,0.09,0.22,ssp585,0.6299999952316284
770,77_SIEMENS-ENERGY-AG,40.4607649,-3.578082,Siemens Energy AG,INDUSTRIAL,Spain,high,2045,0.14,0.09,0.24,ssp585,0.6299999952316284
771,77_SIEMENS-ENERGY-AG,40.4607649,-3.578082,Siemens Energy AG,INDUSTRIAL,Spain,high,2050,0.18,0.11,0.3,ssp585,0.6299999952316284
772,77_SIEMENS-ENERGY-AG,40.4607649,-3.578082,Siemens Energy AG,INDUSTRIAL,Spain,high,2060,0.24,0.16,0.58,ssp585,0.6299999952316284
773,77_SIEMENS-ENERGY-AG,40.4607649,-3.578082,Siemens Energy AG,INDUSTRIAL,Spain,high,2070,0.38,0.26,1.1,ssp585,0.6299999952316284
774,77_SIEMENS-ENERGY-AG,40.4607649,-3.578082,Siemens Energy AG,INDUSTRIAL,Spain,high,2080,0.56,0.35,1.41,ssp585,0.6299999952316284
775,77_SIEMENS-ENERGY-AG,40.4607649,-3.578082,Siemens Energy AG,INDUSTRIAL,Spain,high,2090,0.95,0.53,2.4,ssp585,0.6299999952316284
776,77_SIEMENS-ENERGY-AG,40.4607649,-3.578082,Siemens Energy AG,INDUSTRIAL,Spain,high,2100,1.15,0.78,2.64,ssp585,0.6299999952316284
777,78_SIEMENS-ENERGY-AG,40.544937,-3.6354646,Siemens Energy AG,INDUSTRIAL,Spain,high,2025,0.08,0.05,0.17,ssp585,0.5299999713897705
778,78_SIEMENS-ENERGY-AG,40.544937,-3.6354646,Siemens Energy AG,INDUSTRIAL,Spain,high,2030,0.11,0.06,0.22,ssp585,0.5299999713897705
779,78_SIEMENS-ENERGY-AG,40.544937,-3.6354646,Siemens Energy AG,INDUSTRIAL,Spain,high,2035,0.13,0.08,0.27,ssp585,0.5299999713897705
780,78_SIEMENS-ENERGY-AG,40.544937,-3.6354646,Siemens Energy AG,INDUSTRIAL,Spain,high,2040,0.15,0.1,0.29,ssp585,0.5299999713897705
781,78_SIEMENS-ENERGY-AG,40.544937,-3.6354646,Siemens Energy AG,INDUSTRIAL,Spain,high,2045,0.18,0.12,0.31,ssp585,0.5299999713897705
782,78_SIEMENS-ENERGY-AG,40.544937,-3.6354646,Siemens Energy AG,INDUSTRIAL,Spain,high,2050,0.23,0.14,0.36,ssp585,0.5299999713897705
783,78_SIEMENS-ENERGY-AG,40.544937,-3.6354646,Siemens Energy AG,INDUSTRIAL,Spain,high,2060,0.31,0.2,0.78,ssp585,0.5299999713897705
784,78_SIEMENS-ENERGY-AG,40.544937,-3.6354646,Siemens Energy AG,INDUSTRIAL,Spain,high,2070,0.45,0.33,1.47,ssp585,0.5299999713897705
785,78_SIEMENS-ENERGY-AG,40.544937,-3.6354646,Siemens Energy AG,INDUSTRIAL,Spain,high,2080,0.7,0.46,1.86,ssp585,0.5299999713897705
786,78_SIEMENS-ENERGY-AG,40.544937,-3.6354646,Siemens Energy AG,INDUSTRIAL,Spain,high,2090,1.09,0.72,3.14,ssp585,0.5299999713897705
787,78_SIEMENS-ENERGY-AG,40.544937,-3.6354646,Siemens Energy AG,INDUSTRIAL,Spain,high,2100,1.4,1.02,3.46,ssp585,0.5299999713897705
788,80_SIEMENS-ENERGY-AG,40.4348001,-3.5439773,Siemens Energy AG,INDUSTRIAL,Spain,high,2025,0.07,0.04,0.13,ssp585,0.6299999952316284
789,80_SIEMENS-ENERGY-AG,40.4348001,-3.5439773,Siemens Energy AG,INDUSTRIAL,Spain,high,2030,0.09,0.04,0.16,ssp585,0.6299999952316284
790,80_SIEMENS-ENERGY-AG,40.4348001,-3.5439773,Siemens Energy AG,INDUSTRIAL,Spain,high,2035,0.1,0.06,0.2,ssp585,0.6299999952316284
791,80_SIEMENS-ENERGY-AG,40.4348001,-3.5439773,Siemens Energy AG,INDUSTRIAL,Spain,high,2040,0.11,0.09,0.22,ssp585,0.6299999952316284
792,80_SIEMENS-ENERGY-AG,40.4348001,-3.5439773,Siemens Energy AG,INDUSTRIAL,Spain,high,2045,0.14,0.09,0.24,ssp585,0.6299999952316284
793,80_SIEMENS-ENERGY-AG,40.4348001,-3.5439773,Siemens Energy AG,INDUSTRIAL,Spain,high,2050,0.18,0.11,0.3,ssp585,0.6299999952316284
794,80_SIEMENS-ENERGY-AG,40.4348001,-3.5439773,Siemens Energy AG,INDUSTRIAL,Spain,high,2060,0.24,0.16,0.58,ssp585,0.6299999952316284
795,80_SIEMENS-ENERGY-AG,40.4348001,-3.5439773,Siemens Energy AG,INDUSTRIAL,Spain,high,2070,0.38,0.26,1.1,ssp585,0.6299999952316284
796,80_SIEMENS-ENERGY-AG,40.4348001,-3.5439773,Siemens Energy AG,INDUSTRIAL,Spain,high,2080,0.56,0.35,1.41,ssp585,0.6299999952316284
797,80_SIEMENS-ENERGY-AG,40.4348001,-3.5439773,Siemens Energy AG,INDUSTRIAL,Spain,high,2090,0.95,0.53,2.4,ssp585,0.6299999952316284
798,80_SIEMENS-ENERGY-AG,40.4348001,-3.5439773,Siemens Energy AG,INDUSTRIAL,Spain,high,2100,1.15,0.78,2.64,ssp585,0.6299999952316284
799,83_SIEMENS-ENERGY-AG,4.8197034,-74.3600094,Siemens Energy AG,INDUSTRIAL,Colombia,high,2025,0.02,0.02,0.02,ssp585,0.2199999988079071
800,83_SIEMENS-ENERGY-AG,4.8197034,-74.3600094,Siemens Energy AG,INDUSTRIAL,Colombia,high,2030,0.02,0.02,0.02,ssp585,0.2199999988079071
801,83_SIEMENS-ENERGY-AG,4.8197034,-74.3600094,Siemens Energy AG,INDUSTRIAL,Colombia,high,2035,0.02,0.02,0.02,ssp585,0.2199999988079071
802,83_SIEMENS-ENERGY-AG,4.8197034,-74.3600094,Siemens Energy AG,INDUSTRIAL,Colombia,high,2040,0.02,0.02,0.02,ssp585,0.2199999988079071
803,83_SIEMENS-ENERGY-AG,4.8197034,-74.3600094,Siemens Energy AG,INDUSTRIAL,Colombia,high,2045,0.02,0.02,0.02,ssp585,0.2199999988079071
804,83_SIEMENS-ENERGY-AG,4.8197034,-74.3600094,Siemens Energy AG,INDUSTRIAL,Colombia,high,2050,0.02,0.02,0.04,ssp585,0.2199999988079071
805,83_SIEMENS-ENERGY-AG,4.8197034,-74.3600094,Siemens Energy AG,INDUSTRIAL,Colombia,high,2060,0.02,0.02,0.05,ssp585,0.2199999988079071
806,83_SIEMENS-ENERGY-AG,4.8197034,-74.3600094,Siemens Energy AG,INDUSTRIAL,Colombia,high,2070,0.04,0.02,0.09,ssp585,0.2199999988079071
807,83_SIEMENS-ENERGY-AG,4.8197034,-74.3600094,Siemens Energy AG,INDUSTRIAL,Colombia,high,2080,0.07,0.04,0.13,ssp585,0.2199999988079071
808,83_SIEMENS-ENERGY-AG,4.8197034,-74.3600094,Siemens Energy AG,INDUSTRIAL,Colombia,high,2090,0.11,0.04,0.29,ssp585,0.2199999988079071
809,83_SIEMENS-ENERGY-AG,4.8197034,-74.3600094,Siemens Energy AG,INDUSTRIAL,Colombia,high,2100,0.16,0.07,0.37,ssp585,0.2199999988079071
810,84_SIEMENS-ENERGY-AG,18.4697095,-69.9391633,Siemens Energy AG,INDUSTRIAL,Dominican Republic,high,2025,3.62,2.64,4.61,ssp585,
811,84_SIEMENS-ENERGY-AG,18.4697095,-69.9391633,Siemens Energy AG,INDUSTRIAL,Dominican Republic,high,2030,4.18,2.88,4.87,ssp585,
812,84_SIEMENS-ENERGY-AG,18.4697095,-69.9391633,Siemens Energy AG,INDUSTRIAL,Dominican Republic,high,2035,4.61,3.08,5.7,ssp585,
813,84_SIEMENS-ENERGY-AG,18.4697095,-69.9391633,Siemens Energy AG,INDUSTRIAL,Dominican Republic,high,2040,4.91,3.08,6.56,ssp585,
814,84_SIEMENS-ENERGY-AG,18.4697095,-69.9391633,Siemens Energy AG,INDUSTRIAL,Dominican Republic,high,2045,5.95,2.82,7.65,ssp585,
815,84_SIEMENS-ENERGY-AG,18.4697095,-69.9391633,Siemens Energy AG,INDUSTRIAL,Dominican Republic,high,2050,6.84,3.52,8.45,ssp585,
816,84_SIEMENS-ENERGY-AG,18.4697095,-69.9391633,Siemens Energy AG,INDUSTRIAL,Dominican Republic,high,2060,8.76,5.99,11.76,ssp585,
817,84_SIEMENS-ENERGY-AG,18.4697095,-69.9391633,Siemens Energy AG,INDUSTRIAL,Dominican Republic,high,2070,11.53,6.61,15.51,ssp585,
818,84_SIEMENS-ENERGY-AG,18.4697095,-69.9391633,Siemens Energy AG,INDUSTRIAL,Dominican Republic,high,2080,15.72,9.78,19.29,ssp585,
819,84_SIEMENS-ENERGY-AG,18.4697095,-69.9391633,Siemens Energy AG,INDUSTRIAL,Dominican Republic,high,2090,20.89,12.87,25.07,ssp585,
820,84_SIEMENS-ENERGY-AG,18.4697095,-69.9391633,Siemens Energy AG,INDUSTRIAL,Dominican Republic,high,2100,24.74,16.42,29.06,ssp585,
821,85_SIEMENS-ENERGY-AG,20.6157432,-100.4234471,Siemens Energy AG,INDUSTRIAL,Mexico,high,2025,0.02,0.02,0.03,ssp585,0.550000011920929
822,85_SIEMENS-ENERGY-AG,20.6157432,-100.4234471,Siemens Energy AG,INDUSTRIAL,Mexico,high,2030,0.03,0.02,0.04,ssp585,0.550000011920929
823,85_SIEMENS-ENERGY-AG,20.6157432,-100.4234471,Siemens Energy AG,INDUSTRIAL,Mexico,high,2035,0.03,0.02,0.04,ssp585,0.550000011920929
824,85_SIEMENS-ENERGY-AG,20.6157432,-100.4234471,Siemens Energy AG,INDUSTRIAL,Mexico,high,2040,0.04,0.03,0.05,ssp585,0.550000011920929
825,85_SIEMENS-ENERGY-AG,20.6157432,-100.4234471,Siemens Energy AG,INDUSTRIAL,Mexico,high,2045,0.05,0.03,0.07,ssp585,0.550000011920929
826,85_SIEMENS-ENERGY-AG,20.6157432,-100.4234471,Siemens Energy AG,INDUSTRIAL,Mexico,high,2050,0.06,0.04,0.08,ssp585,0.550000011920929
827,85_SIEMENS-ENERGY-AG,20.6157432,-100.4234471,Siemens Energy AG,INDUSTRIAL,Mexico,high,2060,0.1,0.06,0.14,ssp585,0.550000011920929
828,85_SIEMENS-ENERGY-AG,20.6157432,-100.4234471,Siemens Energy AG,INDUSTRIAL,Mexico,high,2070,0.16,0.08,0.25,ssp585,0.550000011920929
829,85_SIEMENS-ENERGY-AG,20.6157432,-100.4234471,Siemens Energy AG,INDUSTRIAL,Mexico,high,2080,0.22,0.16,0.36,ssp585,0.550000011920929
830,85_SIEMENS-ENERGY-AG,20.6157432,-100.4234471,Siemens Energy AG,INDUSTRIAL,Mexico,high,2090,0.41,0.27,0.63,ssp585,0.550000011920929
831,85_SIEMENS-ENERGY-AG,20.6157432,-100.4234471,Siemens Energy AG,INDUSTRIAL,Mexico,high,2100,0.6,0.37,0.85,ssp585,0.550000011920929
832,86_SIEMENS-ENERGY-AG,-34.5597551,-58.5738734,Siemens Energy AG,INDUSTRIAL,Argentina,high,2025,0.14,0.1,0.21,ssp585,0.5199999809265137
833,86_SIEMENS-ENERGY-AG,-34.5597551,-58.5738734,Siemens Energy AG,INDUSTRIAL,Argentina,high,2030,0.16,0.11,0.22,ssp585,0.5199999809265137
834,86_SIEMENS-ENERGY-AG,-34.5597551,-58.5738734,Siemens Energy AG,INDUSTRIAL,Argentina,high,2035,0.16,0.11,0.23,ssp585,0.5199999809265137
835,86_SIEMENS-ENERGY-AG,-34.5597551,-58.5738734,Siemens Energy AG,INDUSTRIAL,Argentina,high,2040,0.19,0.12,0.31,ssp585,0.5199999809265137
836,86_SIEMENS-ENERGY-AG,-34.5597551,-58.5738734,Siemens Energy AG,INDUSTRIAL,Argentina,high,2045,0.22,0.14,0.36,ssp585,0.5199999809265137
837,86_SIEMENS-ENERGY-AG,-34.5597551,-58.5738734,Siemens Energy AG,INDUSTRIAL,Argentina,high,2050,0.26,0.16,0.37,ssp585,0.5199999809265137
838,86_SIEMENS-ENERGY-AG,-34.5597551,-58.5738734,Siemens Energy AG,INDUSTRIAL,Argentina,high,2060,0.38,0.26,0.62,ssp585,0.5199999809265137
839,86_SIEMENS-ENERGY-AG,-34.5597551,-58.5738734,Siemens Energy AG,INDUSTRIAL,Argentina,high,2070,0.5,0.37,0.91,ssp585,0.5199999809265137
840,86_SIEMENS-ENERGY-AG,-34.5597551,-58.5738734,Siemens Energy AG,INDUSTRIAL,Argentina,high,2080,0.61,0.36,1.19,ssp585,0.5199999809265137
841,86_SIEMENS-ENERGY-AG,-34.5597551,-58.5738734,Siemens Energy AG,INDUSTRIAL,Argentina,high,2090,0.95,0.62,1.93,ssp585,0.5199999809265137
842,86_SIEMENS-ENERGY-AG,-34.5597551,-58.5738734,Siemens Energy AG,INDUSTRIAL,Argentina,high,2100,1.12,0.63,2.52,ssp585,0.5199999809265137
843,87_SIEMENS-ENERGY-AG,24.9023371,66.9999815,Siemens Energy AG,INDUSTRIAL,Pakistan,high,2025,7.02,6.0,8.57,ssp585,
844,87_SIEMENS-ENERGY-AG,24.9023371,66.9999815,Siemens Energy AG,INDUSTRIAL,Pakistan,high,2030,7.92,6.76,9.27,ssp585,
845,87_SIEMENS-ENERGY-AG,24.9023371,66.9999815,Siemens Energy AG,INDUSTRIAL,Pakistan,high,2035,8.45,7.34,11.41,ssp585,
846,87_SIEMENS-ENERGY-AG,24.9023371,66.9999815,Siemens Energy AG,INDUSTRIAL,Pakistan,high,2040,9.42,7.47,12.17,ssp585,
